house_title,price,more_details_link,location
4 Bed House with En Suite in Kamakis,"KSh 23,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3761732,"Kamakis, Ruiru"
3 Bed House with En Suite at Shanzu,"KSh 50,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-nyali-area-3761575,"Shanzu, Nyali Area, Nyali"
4 Bed Townhouse with En Suite in Lavington,"KSh 62,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3761551,Lavington
3 Bed Townhouse with En Suite at Mtwapa,"KSh 9,000,000",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mtwapa-3761535,"mtwapa, Mtwapa"
4 Bed House with En Suite in Buruburu,"KSh 23,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-buruburu-3761303,Buruburu
7 Bed House with Staff Quarters in Runda,"KSh 160,000,000",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3761285,"Runda, Westlands"
5 Bed Villa with En Suite in Karen,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3761254,Karen
6 Bed House with En Suite at Karen Road,"KSh 85,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3627441,"Karen Road, Karen"
5 Bed Villa with En Suite in Karen,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3761123,Karen
3 Bed Townhouse with En Suite at Greenwood Mtwapa Weighbridge Along Mombasa-Mali ...,"KSh 8,500,000",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mtwapa-3754131,"Greenwood Mtwapa Weighbridge Along Mombasa-malindi Highway, Mtwapa"
4 Bed Villa with En Suite at Mtwapa,"KSh 11,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-mtwapa-3756471,Mtwapa
6 Bed House with En Suite in Kenyatta Road,"KSh 16,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kenyatta-road-3760701,Kenyatta Road
7 Bed House with En Suite at Thigiri Valley,"KSh 230,000,000",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-westlands-area-3760634,"THIGIRI VALLEY, Westlands Area, Westlands"
4 Bed House with En Suite at Kibiku,"KSh 14,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3760623,"Kibiku, Ngong"
3 Bed House with En Suite in Ruiru,"KSh 10,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3757095,Ruiru
5 Bed House with En Suite at Thigiri Ridge,"KSh 155,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thigiri-3760465,"56, Thigiri Ridge, Thigiri, Westlands"
5 Bed Villa with En Suite in Lavington,"KSh 60,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3760449,Lavington
3 Bed House in Kikuyu Town,"KSh 9,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kikuyu-town-3626596,"Kikuyu Town, Kikuyu"
4 Bed House with Staff Quarters in Membley,"KSh 24,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-membley-3760244,"Membley, Ruiru"
3 Bed House with En Suite in Kitengela,"KSh 6,200,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3628670,Kitengela
4 Bed Townhouse with En Suite at Kitengela Acacia,"KSh 7,800,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3667765,"Kitengela Acacia, Kitengela"
3 Bed House with En Suite in Kitengela,"KSh 6,500,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-kitengela-3704318,Kitengela
5 Bed Townhouse with Staff Quarters in Lavington,"KSh 48,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3760185,Lavington
6 Bed House with En Suite at Panafrican Road,"KSh 350,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3760156,"56, Panafrican Road, Runda, Westlands"
5 Bed House with En Suite at Glory Road,"KSh 350,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3760123,"56, Glory Road, Runda, Westlands"
5 Bed Townhouse with En Suite in Runda,"KSh 120,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3760011,"Runda, Westlands"
4 Bed Villa with En Suite in Lavington,"KSh 64,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3759626,Lavington
3 Bed House with En Suite in Karen,"KSh 50,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-karen-3759006,Karen
5 Bed Townhouse with En Suite in Lavington,"KSh 63,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3759643,Lavington
4 Bed House with En Suite in Loresho,"KSh 90,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3760008,"Loresho, Westlands"
4 Bed Townhouse with En Suite at Eastern Bypass,"KSh 14,100,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruai-3759919,"Eastern Bypass, Ruai"
4 Bed House with En Suite at Komrade,"KSh 18,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3759909,"Ruiru Githunguri Road, Komrade, Ruiru"
4 Bed House with En Suite at Karen,"KSh 110,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3731700,"off Miotoni Lane, Karen"
4 Bed Villa with En Suite in Lavington,"KSh 59,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3759640,Lavington
5 Bed Villa with En Suite in Lavington,"KSh 65,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3759634,Lavington
4 Bed Villa with En Suite in Lavington,"KSh 64,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3759627,Lavington
3 Bed Villa with En Suite at Katani Road,"KSh 9,500,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-syokimau-3759487,"Katani road, Syokimau"
5 Bed Townhouse with En Suite in Lavington,"KSh 48,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3759265,Lavington
4 Bed Villa with En Suite at 2Km From Ruiru Town,"KSh 18,500,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3759278,"Ruiru-Githunguri  road, 2km from Ruiru Town, Ruiru"
5 Bed Villa with En Suite in Kitisuru,"KSh 140,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kitisuru-3759300,"Kitisuru, Westlands"
5 Bed House with En Suite in Meru,"KSh 28,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-meru-3755927,Meru
4 Bed Townhouse with En Suite at Lavington Riara Rd,"KSh 54,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3720156,"1Lavington Riara rd, Lavington Riara rd, Lavington"
4 Bed Townhouse with Swimming Pool in Westlands Area,"KSh 70,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3758748,"Westlands Area, Westlands"
5 Bed House with En Suite at Glory Road,"KSh 350,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3758380,"59, Glory Road, Runda, Westlands"
3 Bed Villa with En Suite in Diani,"KSh 33,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-diani-3758261,Diani
3 Bed House with En Suite in Ruiru,"KSh 10,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3758247,Ruiru
5 Bed Villa with En Suite in Karen,"KSh 150,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3758163,Karen
3 Bed House with En Suite at Ngong,"KSh 6,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3746658,Ngong
5 Bed Townhouse with En Suite in Lavington,"KSh 99,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3746549,Lavington
5 Bed Townhouse with En Suite in Lavington,"KSh 77,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3746605,Lavington
6 Bed Townhouse with En Suite in Karen,"KSh 150,000,000",https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3748668,Karen
3 Bed Villa with En Suite at Kanamai Area,"KSh 7,450,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-mtwapa-3756474,"Kanamai Area, Mtwapa"
4 Bed Townhouse with En Suite at Kenyatta Road,"KSh 28,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kenyatta-road-3757658,Kenyatta Road
4 Bed Villa with En Suite at Diani Beach Road,"KSh 24,999,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-diani-3757428,"Diani Beach Road, Diani"
6 Bed Villa with En Suite in Gikambura,"KSh 22,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-gikambura-3731792,"Gikambura, Kikuyu"
4 Bed Townhouse with En Suite in Kitisuru,"KSh 45,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3732214,"Kitisuru, Westlands"
5 Bed Villa with En Suite at Off Langata Road,"KSh 150,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3750204,"Off Langata road, Karen"
4 Bed Townhouse with En Suite at Kandara Road,"KSh 40,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3755047,"Kandara Road, Kileleshwa"
4 Bed House with En Suite in Kitisuru,"KSh 320,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3670316,"Kitisuru, Westlands"
5 Bed Villa with En Suite in Lavington,"KSh 95,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3653060,Lavington
4 Bed House with En Suite at Mtwapa,"KSh 25,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mtwapa-3610383,"Broadways, Mtwapa"
3 Bed Villa with En Suite at Kuruwitu,"KSh 55,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-vipingo-3618778,"Kuruwitu,vipingo, Kuruwitu, Vipingo"
4 Bed Villa with En Suite at Serena,"KSh 35,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-shanzu-3715810,"Serena kilua, Serena, Shanzu"
3 Bed Villa with Swimming Pool at Tezo,"KSh 6,000,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kilifi-town-3757106,"Tezo, kilifi, Kilifi"
3 Bed Villa with En Suite at Mtwapa Creekside,"KSh 100,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-mtwapa-3753894,"Aloo drive residence, Mtwapa creekside, Mtwapa"
3 Bed House with En Suite in Ruiru,"KSh 11,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3757074,Ruiru
4 Bed House with En Suite in Donholm,"KSh 18,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-donholm-3756918,Donholm
5 Bed Villa with En Suite at Karen,"KSh 80,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3756904,"1, karen, Karen"
5 Bed House with En Suite in Kiserian,"KSh 35,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kiserian-3756760,Kiserian
4 Bed Villa with En Suite in Diani,"KSh 250,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-diani-3722218,Diani
5 Bed House with En Suite in Gigiri,"KSh 250,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-gigiri-3756663,"Gigiri, Westlands"
5 Bed House with En Suite in Lavington,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3756384,Lavington
5 Bed House with En Suite in Lavington,"KSh 90,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3756379,Lavington
5 Bed Villa with En Suite in Karen,"KSh 100,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3756047,Karen
6 Bed Villa with En Suite in Karen,"KSh 150,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-3756046,Karen
4 Bed Villa with En Suite in Ruiru,"KSh 28,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3755757,Ruiru
3 Bed Villa with En Suite at La-Marina,"KSh 42,500,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-mtwapa-3751034,"Mtwapa, La-marina"
5 Bed Townhouse with En Suite in Riverside,"KSh 60,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-riverside-3755445,"Riverside, Westlands"
4 Bed Villa with En Suite in Diani,"KSh 20,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-diani-3755354,Diani
6 Bed Villa with En Suite in Cianda,"KSh 48,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-cianda-3734522,Cianda
4 Bed Villa with En Suite in Membley,"KSh 24,500,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-membley-3754960,"Membley, Ruiru"
7 Bed House with En Suite in Runda,"KSh 180,000,000",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3749113,"Runda, Westlands"
4 Bed House at Ngong,"KSh 14,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3754688,Ngong
4 Bed Villa with En Suite at Anmer Off Kiambu Road,"KSh 35,500,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3744339,"Anmer 1 off Kiambu road, Anmer off kiambu road, Kiambu Road"
4 Bed Townhouse with En Suite at Lavington Amboselli Drive,"KSh 34,900,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3751362,"Lavignton Amboselli  drive, Lavington Amboselli drive, Lavington"
3 Bed Villa with En Suite in Kiambu Road,"KSh 35,000,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kiambu-road-3754506,Kiambu Road
5 Bed Villa with En Suite at Loresho,"KSh 150,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-loresho-3754427,"loresho, Loresho, Westlands"
4 Bed House with En Suite in Runda,"KSh 350,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3754300,"Runda, Westlands"
4 Bed House with En Suite in Runda,"KSh 350,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3753968,"Runda, Westlands"
5 Bed Townhouse with En Suite at Mzima Springs,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3722641,"Mzima springs, Lavington"
4 Bed House with En Suite in Muthaiga,"KSh 190,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-3734074,Muthaiga
4 Bed House with En Suite in Tigoni,"KSh 49,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-tigoni-3699260,"Tigoni, Limuru"
4 Bed Villa with En Suite at Muthangari Road,"KSh 85,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3702914,"PQ9, Muthangari Road, Lavington"
4 Bed Townhouse with En Suite at Northern Bypass,"KSh 24,500,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-membley-3753787,"Membley, NORTHERN BYPASS, Ruiru"
3 Bed House with En Suite in Juja,"KSh 7,800,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3726097,Juja
4 Bed Villa with En Suite in Kiambu Road,"KSh 54,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3674207,Kiambu Road
4 Bed House with En Suite in Juja,"KSh 16,500,000",https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-juja-3753275,Juja
6 Bed House with En Suite at Cianda,"KSh 32,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kiambu-road-3753549,"Ndumberi, Cianda, Kiambu Road"
8 Bed House with Borehole at Bamburi,"KSh 5,200,000",https://www.buyrentkenya.com/listings/8-bedroom-house-for-sale-bamburi-3753485,Bamburi
9 Bed House with Garden at Bamburi,"KSh 5,500,000",https://www.buyrentkenya.com/listings/9-bedroom-house-for-sale-bamburi-3753482,Bamburi
5 Bed Townhouse with En Suite in Lavington,"KSh 67,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3753477,Lavington
5 Bed Townhouse with En Suite in Spring Valley,"KSh 100,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-spring-valley-3753474,"Spring Valley, Westlands"
5 Bed Townhouse with Staff Quarters in Lavington,"KSh 80,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3753469,Lavington
3 Bed House with En Suite in Ruiru,"KSh 11,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3753144,Ruiru
5 Bed Townhouse with En Suite in Lavington,"KSh 50,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3717491,Lavington
4 Bed House with En Suite in Kitengela,"KSh 7,500,000",https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-kitengela-3730272,Kitengela
4 Bed Townhouse with En Suite at Centre Piece,"KSh 32,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3752822,"Migaa Golf Course Estate, Centre Piece, Kiambu Road"
4 Bed Villa with En Suite at Centre Piece,"KSh 35,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3752812,"Migaa Golf Course Estate, Centre Piece, Kiambu Road"
4 Bed Villa with En Suite at Green View Villas,"KSh 32,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3752808,"Njathaini Road, Green View Villas, Kiambu Road"
3 Bed House with En Suite at Clifftop Estate,"KSh 12,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-banana-65-3699866,"Ruaka, Clifftop Estate, Banana, Muchatha and Banana"
4 Bed Villa with En Suite at Millionaires Corner,"KSh 38,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3752567,"Migaa Golf Course Estate, Millionaires Corner, Kiambu Road"
2 Bed House with Garden in Mtwapa,"KSh 9,000,000",https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-mtwapa-3752521,Mtwapa
4 Bed Townhouse with Staff Quarters in Kiambu Road,"KSh 31,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3752425,Kiambu Road
3 Bed Townhouse with Staff Quarters in Kiambu Road,"KSh 30,000,000",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3752424,Kiambu Road
4 Bed Villa with En Suite at Bel'Air Homes,"KSh 30,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruaka-3752378,"Tigoni, Bel'air Homes, Ruaka"
4 Bed Townhouse with En Suite at Westlands,"KSh 50,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3739040,"Westlands, Westlands Area"
5 Bed Townhouse in Brookside,"KSh 55,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-brookside-3752165,"Brookside, Westlands"
3 Bed House with En Suite in Ruiru,"KSh 10,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3751742,Ruiru
8 Bed House with En Suite in Diani,"KSh 75,000,000",https://www.buyrentkenya.com/listings/furnished-8-bedroom-house-for-sale-diani-3752023,Diani
4 Bed Townhouse with Garden in Lavington,"KSh 75,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-18-3554199,Lavington
5 Bed Townhouse with En Suite in Karen,"KSh 99,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3751734,Karen
3 Bed House with En Suite in Ruiru,"KSh 10,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3751244,Ruiru
2 Bed House with En Suite at Sweet Waters,"KSh 5,500,000",https://www.buyrentkenya.com/listings/furnished-2-bedroom-house-for-sale-nanyuki-3731789,"Oloibor Village, Sweet Waters, Nanyuki"
3 Bed Villa with En Suite at Ethi,"KSh 20,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-nanyuki-3733648,"Ethi, Nanyuki"
3 Bed House with En Suite at Amboseli,"KSh 28,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-lavington-3751247,"Lavington, Amboseli"
4 Bed Townhouse with En Suite at Thogoto,"KSh 14,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-gikambura-3751194,"Green Garden Main School Neighborhood, Thogoto, Gikambura, Kikuyu"
4 Bed Townhouse with En Suite in Ongata Rongai,"KSh 25,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ongata-rongai-3751190,Ongata Rongai
3 Bed Townhouse with En Suite at Sabaki,"KSh 12,300,000",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-athi-river-area-3751133,"Sabaki, Athi River"
5 Bed Villa with Swimming Pool at Un Avenue,"KSh 195,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3732167,"UN Avenue, Runda, Westlands"
4 Bed House with En Suite in Kiambu Road,"KSh 34,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3743377,Kiambu Road
4 Bed Villa with En Suite in Ongata Rongai,"KSh 20,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ongata-rongai-3743549,Ongata Rongai
3 Bed Villa with En Suite in Ongata Rongai,"KSh 15,000,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-ongata-rongai-3743571,Ongata Rongai
7 Bed Townhouse with En Suite at Kenyatta Road,"KSh 23,000,000",https://www.buyrentkenya.com/listings/7-bedroom-townhouse-for-sale-kenyatta-road-3748873,"Kenyatta road, Kenyatta Road"
5 Bed House with En Suite in Donholm,"KSh 17,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-donholm-3743714,Donholm
5 Bed House with Staff Quarters in Gigiri,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-gigiri-3750724,"Gigiri, Westlands"
3 Bed House with En Suite at Mugutha,"KSh 10,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3750718,"Mugutha, Ruiru"
4 Bed Townhouse with En Suite in Lavington,"KSh 70,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3750528,"Lavington Nairobi, Lavington"
3 Bed Townhouse with En Suite at Kiambu Road,"KSh 45,000,000",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-10-3471798,Kiambu Road
5 Bed Townhouse with En Suite in Ridgeways,"KSh 75,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ridgeways-3750264,Ridgeways
4 Bed House with En Suite at Lussingetti,"KSh 22,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-gikambura-3749928,"Peponi View Villas Estate, Lussingetti, Gikambura, Kikuyu"
4 Bed Villa with En Suite at Diani Beach Road,"KSh 48,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-diani-3749428,"Diani Beach Road, Diani"
2 Bed Villa with En Suite at Diani Beach Road,"KSh 35,000,000",https://www.buyrentkenya.com/listings/2-bedroom-villa-for-sale-diani-3749418,"Diani Beach Road, Diani"
5 Bed Townhouse with En Suite in Lavington,"KSh 80,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3704949,Lavington
4 Bed Townhouse with Staff Quarters at Kilimani,"KSh 52,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-3749718,Kilimani
4 Bed Townhouse with En Suite at Tigoni,"KSh 50,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-tigoni-3749714,"Tigoni, Limuru"
4 Bed Townhouse with En Suite in Kiambu Road,"KSh 32,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3749658,Kiambu Road
6 Bed House with En Suite at Njathaini Road,"KSh 80,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kiambu-road-3749626,"Njathaini Road, Kiambu Road"
4 Bed House with En Suite at Centre Piece,"KSh 35,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3749622,"Migaa Golf Course Estate, Centre Piece, Kiambu Road"
4 Bed Villa with En Suite in Kiambu Road,"KSh 54,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3749287,Kiambu Road
3 Bed Villa with En Suite at Diani,"KSh 45,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-diani-8-3497500,Diani
4 Bed Villa with En Suite in Kileleshwa,"KSh 45,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kileleshwa-3662701,Kileleshwa
6 Bed House with En Suite in Runda,"KSh 120,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3749157,"Runda, Westlands"
5 Bed House with En Suite at Nyali Mombasa,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyali-area-3749145,"Nyali Mombasa Kenya, Nyali Mombasa, Nyali Area, Nyali"
5 Bed Villa with En Suite at Near Lavington Mall,"KSh 102,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3733742,"Near Lavington Mall, Lavington"
4 Bed House with En Suite at Rimpa,"KSh 8,300,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3748717,"Rimpa, Ongata Rongai"
3 Bed Villa with En Suite in Langata,"KSh 21,000,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-langata-13-3533827,Langata
5 Bed House with En Suite at Nyali Mombasa,"KSh 100,000,000",https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-nyali-area-3748233,"Nyali Mombasa, Nyali Area, Nyali"
6 Bed House with En Suite in Cianda,"KSh 65,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-cianda-3748170,Cianda
5 Bed House with En Suite in Lavington,"KSh 90,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3715663,Lavington
5 Bed Townhouse with En Suite in General Mathenge,"KSh 75,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-general-mathenge-3725523,"General Mathenge, Westlands"
4 Bed House with Garden in Lower Kabete,"KSh 138,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lower-kabete-3725611,"Lower Kabete, Westlands"
3 Bed House with En Suite in Westlands Area,"KSh 32,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-westlands-area-3725628,"Westlands Area, Westlands"
5 Bed House with En Suite in Kitisuru,"KSh 512,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3730275,"Kitisuru, Westlands"
