house_title,price,more_details_link,location
4 Bed Villa with En Suite in Karen,"KSh 98,500,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3783272,Karen
4 Bed Townhouse with En Suite at Kileleshwa,"KSh 45,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3783250,Kileleshwa
4 Bed Villa with En Suite at Ruiru,"KSh 110,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-tatu-city-3783261,"Ruiru, Tatu City"
4 Bed Townhouse with Staff Quarters at Littlemore,"KSh 28,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-membley-3783221,"Littlemore, Membley, Ruiru"
4 Bed Townhouse with Staff Quarters at Peponi Road,"KSh 95,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3783207,"Peponi Road, Westlands Area, Westlands"
5 Bed Townhouse with En Suite in Lavington,"KSh 81,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3783215,Lavington
4 Bed Townhouse with En Suite in Lavington,"KSh 72,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3783214,Lavington
3 Bed House with En Suite at Kamura,"KSh 8,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3782995,"Mwangaza, Kamura, Ongata Rongai"
4 Bed Townhouse with Staff Quarters in Lavington,"KSh 48,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3783191,Lavington
6 Bed House with En Suite at Kamangu,"KSh 22,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kikuyu-town-3783150,"Kamangu, Kikuyu Town, Kikuyu"
4 Bed Townhouse with En Suite at Garden Estate,"KSh 55,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-garden-estate-3783132,"Garden Estate, Roysambu"
4 Bed House with En Suite at Kitengela (Acacia),"KSh 7,800,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3770592,"Kitengela (Acacia), Kitengela"
4 Bed Townhouse with En Suite at Sole Rd,"KSh 17,500,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-b-3783010,"South B1, Sole Rd, South B"
4 Bed Townhouse with En Suite in Karen,"KSh 95,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3783002,Karen
4 Bed House with Staff Quarters at Thigiri,"KSh 130,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thigiri-3782880,"Thigiri, Westlands"
4 Bed Townhouse with Swimming Pool at Fourways Estate,"KSh 33,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3782878,"Fourways Estate, Kiambu Road"
6 Bed House with Staff Quarters in Karen,"KSh 130,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3782877,Karen
4 Bed House with Swimming Pool in Karen,"KSh 90,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3782876,Karen
4 Bed Townhouse with Swimming Pool in Kiambu Road,"KSh 43,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3782870,Kiambu Road
4 Bed Townhouse with Swimming Pool at Fivestar Paradise,"KSh 59,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3782868,"Fivestar Paradise, Kiambu Road"
4 Bed Villa with En Suite at Karen,"KSh 98,500,000",https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-sale-karen-3782851,"karen, Karen"
5 Bed Townhouse with En Suite at Lavington Green,"KSh 75,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3782846,"Maziwa, Lavington Green, Lavington"
5 Bed House with En Suite at Lavington Green,"KSh 80,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3782843,"Maziwa, Lavington Green, Lavington"
4 Bed Townhouse with En Suite at Kyuna,"KSh 55,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kyuna-3782834,"kyuna, Kyuna, Westlands"
4 Bed Townhouse with En Suite at Lavington,"KSh 45,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3782799,"78 Lavington, Lavington"
4 Bed Townhouse with En Suite in Lavington,"KSh 72,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3782761,Lavington
4 Bed House with En Suite in Lavington,"KSh 33,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-3782722,Lavington
6 Bed Villa with Staff Quarters in Lavington,"KSh 100,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3782175,Lavington
4 Bed Villa with En Suite at Lavington,"KSh 167,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3622648,Lavington
5 Bed Villa with En Suite at Muthangari Road,"KSh 78,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3782614,"muthangari road, Lavington"
5 Bed Villa with En Suite in Runda,"KSh 110,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3782574,"Runda, Westlands"
5 Bed Townhouse with En Suite at Kitisuru,"KSh 125,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3782412,"Kitisuru, Westlands"
5 Bed Townhouse with En Suite in Lavington,"KSh 80,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3782381,Lavington
4 Bed Townhouse with En Suite in Lavington,"KSh 72,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3782378,Lavington
5 Bed House with En Suite in Lower Kabete,"KSh 240,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3782321,"Lower Kabete, Westlands"
4 Bed Townhouse with En Suite at Loresho,"KSh 28,500,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3782300,"LORESHO, Loresho, Westlands"
5 Bed Townhouse with En Suite in Rosslyn,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-rosslyn-3782296,"Rosslyn lone tree Nairobi, Rosslyn, Westlands"
4 Bed Townhouse with Staff Quarters at Kileleshwa,"KSh 38,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3782282,Kileleshwa
5 Bed Villa with En Suite at Hole 2,"KSh 28,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kiambu-road-3752576,"Migaa Golf Course Estate, Hole 2, Kiambu Road"
4 Bed Townhouse with En Suite in Lavington,"KSh 72,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3782251,Lavington
6 Bed House with En Suite in Runda,"KSh 200,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3782048,"Runda, Westlands"
3 Bed Townhouse with En Suite in Windsor,"KSh 85,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-townhouse-for-sale-windsor-3774638,"Windsor, Roysambu"
4 Bed Villa with En Suite at Grevillea Groove,"KSh 50,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-brookside-9-3466131,"Grevillea Groove, Brookside, Westlands"
4 Bed House with En Suite in Thika Road,"KSh 15,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-road-3782174,Thika Road
3 Bed House with En Suite at Juja Farm Road,"KSh 8,000,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-juja-3782128,"Juja farm Road, Juja"
4 Bed Townhouse with En Suite at Red Hill Road,"KSh 82,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-rosslyn-3782092,"Red Hill road, Rosslyn, Westlands"
5 Bed Villa with En Suite in Nyari,"KSh 110,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-nyari-3782044,"Nyari, Westlands"
8 Bed House with En Suite in Gigiri,"KSh 380,000,000",https://www.buyrentkenya.com/listings/8-bedroom-house-for-sale-gigiri-3782029,"Gigiri, Westlands"
4 Bed House with En Suite at Rosslyn Lone Tree,"KSh 110,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-rosslyn-3781238,"Rosslyn lone tree, Rosslyn, Westlands"
5 Bed Townhouse with En Suite in Westlands Area,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3782015,"Westlands Area, Westlands"
6 Bed Villa with En Suite at Mimosa,"KSh 135,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-runda-3782009,"1, Mimosa, Runda, Westlands"
5 Bed Townhouse with En Suite in Kitisuru,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3781996,"Kitisuru, Westlands"
4 Bed Townhouse with En Suite at Loresho Ridge,"KSh 40,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3782004,"Loresho Ridge, Loresho, Westlands"
4 Bed Townhouse with En Suite in Lavington,"KSh 60,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3781995,Lavington
4 Bed House with En Suite at Muigai,"KSh 14,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3781999,"Muigai, Kitengela"
4 Bed Townhouse with En Suite at Spring Valley,"KSh 65,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-spring-valley-3781988,"Spring valley, Spring Valley, Westlands"
1 Bed House in Kitengela,"KSh 3,000,000",https://www.buyrentkenya.com/listings/1-bedroom-house-for-sale-kitengela-3778363,Kitengela
4 Bed House with En Suite in Kiambu Road,"KSh 28,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3780030,Kiambu Road
4 Bed Villa with En Suite in Loresho,"KSh 96,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-loresho-3781977,"Loresho, Westlands"
4 Bed House with En Suite in Gigiri,"KSh 120,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-gigiri-3781949,"Gigiri, Westlands"
5 Bed House with Staff Quarters at Runda Mimosa,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3781837,"Runda Mimosa, Runda, Westlands"
4 Bed House with Staff Quarters at Garden Estate,"KSh 55,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-garden-estate-3781799,"Garden Estate, Roysambu"
5 Bed House with En Suite at Garden Estate,"KSh 75,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3781794,"Garden Estate, Roysambu"
4 Bed Villa with En Suite in Lavington,"KSh 160,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3781777,Lavington
5 Bed Townhouse with En Suite in Lavington,"KSh 168,220,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3781776,Lavington
5 Bed House with En Suite at Runda Road,"KSh 125,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3781774,"99, Runda Road, Runda, Westlands"
6 Bed House with En Suite at Flem Tree,"KSh 120,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3781772,"78, Flem Tree, Runda, Westlands"
5 Bed House with En Suite at Muthaiga Road,"KSh 550,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3781761,"77, Muthaiga Road, Muthaiga"
1 Bed House in Komarock,"KSh 7,800,000",https://www.buyrentkenya.com/listings/1-bedroom-house-for-sale-komarock-3681286,Komarock
4 Bed House with En Suite in Donholm,"KSh 8,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-donholm-3669641,Donholm
6 Bed House with En Suite in Westlands Area,"KSh 55,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-westlands-area-3674238,"Westlands Area, Westlands"
4 Bed Villa with En Suite at Mombasa Road Highway,"KSh 22,400,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-machakos-3665798,"mombasa road highway, Machakos County"
6 Bed House with En Suite at Garden Estate,"KSh 75,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-garden-estate-3781742,"Garden estate, Garden Estate, Roysambu"
5 Bed House with Staff Quarters at Garden Estate,"KSh 95,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3781734,"Garden estate, Garden Estate, Roysambu"
4 Bed House with En Suite at Kitengela,"KSh 7,500,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3776197,Kitengela
3 Bed House with Garden at 2Nd Mugumoini Dr,"KSh 80,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-thome-3781661,"2nd Mugumoini Dr, Thome, Roysambu"
6 Bed House with Staff Quarters at Muthaiga North,"KSh 80,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-garden-estate-3781693,"Muthaiga North, Garden Estate, Roysambu"
5 Bed Townhouse in Karen,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3769191,Karen
5 Bed Townhouse in Kitisuru,"KSh 120,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3771159,"Kitisuru, Westlands"
4 Bed Townhouse with En Suite in Lavington,"KSh 60,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3781527,Lavington
4 Bed Townhouse with En Suite in Lavington,"KSh 72,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3781525,Lavington
4 Bed Townhouse with En Suite at Membley,"KSh 20,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-membley-3781649,"Membley, Ruiru"
4 Bed House with En Suite in Westlands Area,"KSh 145,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3781640,"Westlands Area, Westlands"
5 Bed House with En Suite in Muthaiga,"KSh 400,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3781636,Muthaiga
5 Bed Villa with En Suite in Lavington,"KSh 75,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3781623,Lavington
3 Bed House with En Suite at 3 Bedroom House For Sale In Kitengela Yukos,"KSh 8,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3781542,"3 Bedroom House For Sale, 3 Bedroom House for Sale in Kitengela Yukos, Kitengela"
5 Bed Villa with En Suite at Lavington,"KSh 115,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3781149,Lavington
5 Bed House with Staff Quarters at Thome,"KSh 55,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thome-3781529,"Central Close drive, Thome, Roysambu"
4 Bed House with En Suite in Loresho,"KSh 80,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3781496,"Loresho, Westlands"
4 Bed Townhouse with En Suite at School Lane,"KSh 30,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3781491,"School lane, Westlands Area, Westlands"
4 Bed House with Staff Quarters in Nyali Area,"KSh 62,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3765094,"Nyali Area, Nyali"
4 Bed Villa with En Suite in Runda,"KSh 350,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3773411,"Runda, Westlands"
4 Bed House with En Suite in Windsor,"KSh 80,000,000",https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-windsor-3781416,"Windsor, Roysambu"
3 Bed House with En Suite in Ngong,"KSh 10,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3704022,Ngong
5 Bed House with En Suite at James Gichuru,"KSh 350,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3778213,"james gichuru, Lavington"
5 Bed Villa with En Suite at Chalbi,"KSh 65,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3779201,"chalbi, Lavington"
5 Bed House with En Suite at Peponi Road,"KSh 100,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3780915,"Peponi road, Westlands Area, Westlands"
4 Bed Townhouse with En Suite at Kabaserian Avenue,"KSh 36,500,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3781234,"Kabaserian avenue, Lavington"
4 Bed Villa with En Suite at Loresho,"KSh 101,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-loresho-3774061,"Loresho, Westlands"
4 Bed Villa with En Suite at Loresho,"KSh 112,500,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-loresho-3774100,"Loresho, Westlands"
5 Bed Townhouse with En Suite in Lavington,"KSh 115,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3779192,Lavington
5 Bed Townhouse with En Suite in Lavington,"KSh 65,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3779958,Lavington
4 Bed Townhouse with En Suite at Westlands,"KSh 55,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3781230,"Westlands, Westlands Area"
5 Bed Villa with En Suite in Lavington,"KSh 235,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3781227,Lavington
5 Bed Townhouse with En Suite in Lavington,"KSh 110,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3781225,Lavington
5 Bed House with En Suite at Riverside,"KSh 57,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-riverside-3781163,"7 Riverside, Riverside, Westlands"
5 Bed Villa with En Suite at Lavington,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3781157,Lavington
5 Bed Villa with En Suite at Lavington,"KSh 70,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3781152,Lavington
5 Bed House with En Suite in Mountain View,"KSh 48,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-mountain-view-3780183,"Mountain View, Westlands"
4 Bed Townhouse with En Suite in Lavington,"KSh 72,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3781112,Lavington
4 Bed House with En Suite at Membley Estate Ruiru,"KSh 28,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-tatu-city-3781099,"Membley Estate Ruiru, Tatu City, Ruiru"
4 Bed Villa with En Suite at Muthangari Lavington,"KSh 220,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3780951,"Muthangari Lavington, Lavington"
5 Bed House with En Suite at Windy Ridge Karen,"KSh 150,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3781071,"Windy Ridge Karen, Karen"
5 Bed Villa with En Suite at Mzima Springs,"KSh 140,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3781049,"mzima springs, Lavington"
5 Bed Villa with En Suite at Runda,"KSh 350,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3781006,"Runda, Westlands"
4 Bed Townhouse with Walk In Closet in Loresho,"KSh 150,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-18-3522705,"Loresho, Westlands"
4 Bed Villa with En Suite in Kitengela,"KSh 15,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kitengela-3780844,Kitengela
3 Bed House with En Suite at Acacia,"KSh 8,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3780826,"Acacia, Kitengela"
5 Bed Villa with En Suite at Windy Ridge,"KSh 148,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3780740,"Windy Ridge, Karen"
6 Bed Villa with En Suite at Karen,"KSh 150,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-3780749,Karen
4 Bed Townhouse with En Suite at Kiambu Road,"KSh 30,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3780730,Kiambu Road
5 Bed Villa with Staff Quarters at Hardy,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3684373,"Hardy, Karen"
4 Bed House with En Suite in Kitengela,"KSh 9,100,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3780627,Kitengela
4 Bed House with En Suite in Kileleshwa,"KSh 40,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kileleshwa-3776926,Kileleshwa
4 Bed Townhouse with En Suite at Loresho,"KSh 101,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3764322,"Loresho, Westlands"
5 Bed House with En Suite at Runda,"KSh 90,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3769807,"Runda, Westlands"
4 Bed House with En Suite at Ondiri Kikuyu,"KSh 12,300,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kikuyu-town-3773489,"Ondiri Kikuyu, Kikuyu Town, Kikuyu"
5 Bed Townhouse with En Suite at Runda,"KSh 95,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3780641,"Runda, Westlands"
3 Bed House with En Suite at Kitengela (Milimani),"KSh 6,500,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3770588,"Kitengela (Milimani), Kitengela"
3 Bed Villa with Garden at Utange,"KSh 9,500,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-bamburi-3780593,"Utange, Bamburi"
5 Bed Townhouse with En Suite in Lavington,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3746113,Lavington
7 Bed Townhouse with Staff Quarters in Tigoni,"KSh 65,000,000",https://www.buyrentkenya.com/listings/7-bedroom-townhouse-for-sale-tigoni-3780159,"Tigoni, Limuru"
5 Bed Villa with En Suite at Mumwe,"KSh 350,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3778000,"10, Mumwe, Runda, Westlands"
4 Bed House with En Suite at Off Ruaka Rd,"KSh 75,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3780500,"4, Off Ruaka Rd, Runda, Westlands"
5 Bed Townhouse with En Suite in Rosslyn,"KSh 130,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-rosslyn-3780314,"Rosslyn, Westlands"
5 Bed Townhouse with En Suite in Lavington,"KSh 112,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3780310,Lavington
3 Bed Villa with En Suite at Acacia Main Road,"KSh 7,800,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kitengela-3780297,"Acacia main road, Kitengela"
5 Bed Townhouse with En Suite in Westlands Area,"KSh 42,000,000",https://www.buyrentkenya.com/listings/furnished-5-bedroom-townhouse-for-sale-westlands-area-3780274,"Westlands Area, Westlands"
3 Bed Villa with En Suite in Malindi,"KSh 6,000,000",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-malindi-3765647,Malindi
4 Bed Townhouse with En Suite in Karen,"KSh 85,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3749661,Karen
5 Bed Townhouse with En Suite in Gigiri,"KSh 200,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-gigiri-3758386,"Gigiri, Westlands"
5 Bed House with En Suite in Lavington,"KSh 34,500,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3748155,Lavington
5 Bed House with En Suite in Runda,"KSh 200,000,000",https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-runda-3746834,"Runda, Westlands"
5 Bed House with En Suite in Lavington,"KSh 65,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3746515,Lavington
4 Bed Townhouse with En Suite at Kileleshwa,"KSh 59,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3780153,"0314n, kileleshwa, Kileleshwa"
4 Bed Townhouse with En Suite at Lavington,"KSh 60,000,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3780147,"0314n, lavington, Lavington"
4 Bed House with En Suite at Sabaki,"KSh 17,000,000",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mombasa-road-3780063,"sabaki, Mombasa Road"
6 Bed Villa with En Suite in Karen,"KSh 140,000,000",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-3780059,Karen
6 Bed House at Juja,"KSh 35,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kenyatta-road-3780042,"Kenyatta road, Juja, Kenyatta Road"
5 Bed Townhouse with En Suite at Ruiru,"KSh 12,800,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ruiru-3780012,Ruiru
3 Bed House in Buruburu,"KSh 9,000,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3771338,Buruburu
5 Bed Townhouse at Ruiru,"KSh 15,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ruiru-3779939,Ruiru
5 Bed Villa with En Suite in Riverside,"KSh 60,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-riverside-3778497,"Riverside, Westlands"
6 Bed House at Ruiru,"KSh 65,000,000",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-ruiru-3779902,Ruiru
3 Bed House with En Suite at Joska,"KSh 10,950,000",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-3779893,"Kangundo road, Joska, Kamulu Joska Malaa"
5 Bed House at Mugutha,"KSh 30,000,000",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3779842,"Ruiru, Mugutha"
4 Bed Villa with En Suite at Kenyatta Road New Rain,"KSh 18,550,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kenyatta-road-3779881,"Exit 14, Kenyatta road new rain, Kenyatta Road"
4 Bed Townhouse at Membley,"KSh 25,500,000",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3690377,"Membley, Ruiru"
5 Bed Villa with Swimming Pool at Kiambu Road,"KSh 30,000,000",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kiambu-road-3779822,"Kiambu Road, Kiambu road"
5 Bed Townhouse with En Suite at Kiambu,"KSh 22,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kiambu-road-3779829,"Kiambu, Kiambu Road"
4 Bed Villa with En Suite in Kilimani,"KSh 60,000,000",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kilimani-3779867,Kilimani
3 Bed House with En Suite at Kenyatta Road New Rain,"KSh 12,850,000",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-kenyatta-road-3779862,"Exit 14, Kenyatta road new rain, Kenyatta Road"
5 Bed Townhouse with En Suite in Lavington,"KSh 85,000,000",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3779853,Lavington
